related_bill_id,related_bill_title,related_bill_introduction_date,bill_slug,bill_congress
s3713-117,A bill to codify the essential holdings of Roe v. Wade (410 U.S. 113 (1973)) and Planned Parenthood of Southeastern Pennsylvania v. Casey (505 U.S. 833 (1992)).,2022-02-28,s3713,117
s3398-117,A bill to amend the Student Support and Academic Enrichment Grant program to promote career awareness in accounting as part of a well-rounded STEM educational experience.,2021-12-15,s3398,117
sres476-117,"A resolution designating December 18, 2021, as 'National Wreaths Across America Day'.",2021-12-08,sres476,117
s3233-117,"A bill to help increase the development, distribution, and use of clean cookstoves and fuels to improve health, protect the climate and environment, empower women, create jobs, and help consumers save time and money.",2021-11-18,s3233,117
s2881-117,A bill to assist States in improving guardianship oversight and data collection.,2021-09-28,s2881,117
sres381-117,"A resolution proclaiming the week of September 20 through September 24, 2021, to be 'National Clean Energy Week'.",2021-09-23,sres381,117
s2808-117,"A bill to provide compensation for United States victims of Libyan state-sponsored terrorism, and for other purposes",2021-09-22,s2808,117
s2047-117,A bill to ban the use of intentionally added perfluoroalkyl or polyfluoroalkyl substances in cosmetics.,2021-06-14,s2047,117
s1828-117,"A bill to amend the Central Intelligence Agency Act of 1949 to authorize the provision of payment to personnel of the Central Intelligence Agency who incur qualifying injuries to the brain, to authorize the provision of payment to personnel of the Department of State who incur similar injuries, and for other purposes.",2021-05-25,s1828,117
s1714-117,"A bill to amend the Central Intelligence Agency Act of 1949 to authorize the provision of payment to personnel of the Central Intelligence Agency who incur qualifying injuries to the brain, to authorize the provision of payment to personnel of the Department of State who incur similar injuries, and for other purposes.",2021-05-19,s1714,117
sres214-117,"A resolution supporting the designation of May 13, 2021, as 'National Senior Fraud Awareness Day' to raise awareness about the increasing number of fraudulent scams targeted at seniors in the United States, to encourage the implementation of policies to prevent those scams from happening, and to improve protections from those scams for seniors.",2021-05-13,sres214,117
s1536-117,A bill to amend title XVIII of the Social Security Act to expand the availability of medical nutrition therapy services under the Medicare program.,2021-05-10,s1536,117
s1451-117,"A bill to amend the Foreign Assistance Act of 1961 to implement policies to end preventable maternal, newborn, and child deaths globally.",2021-04-29,s1451,117
s1429-117,"A bill to provide compensation for United States victims of Libyan state-sponsored terrorism, and for other purposes.",2021-04-28,s1429,117
s1309-117,A bill to provide payments for home health services furnished via visual or audio telecommunications systems during an emergency period.,2021-04-22,s1309,117
s1345-117,"A bill to establish a national mercury monitoring program, and for other purposes.",2021-04-22,s1345,117
s1272-117,"A bill to amend the Internal Revenue Code of 1986 to promote retirement savings on behalf of small business employees by making improvements to SIMPLE retirement accounts and easing the transition from a SIMPLE plan to a 401(k) plan, and for other purposes.",2021-04-21,s1272,117
s1273-117,A bill to amend the Internal Revenue Code of 1986 to provide a credit to small employers for covering military spouses under retirement plans.,2021-04-21,s1273,117
s886-117,A bill to establish a National Child Abuse Hotline.,2021-03-22,s886,117
s883-117,A bill to modify the Federal TRIO programs.,2021-03-22,s883,117
s885-117,A bill to establish a rural postsecondary and economic development grant program.,2021-03-22,s885,117
s876-117,"A bill to amend the Richard B. Russell National School Lunch Act to require the Secretary of Agriculture to make loan guarantees and grants to finance certain improvements to school lunch facilities, to train school food service personnel, and for other purposes.",2021-03-18,s876,117
s804-117,A bill to amend the Internal Revenue Code of 1986 to increase the limitation on the amount individuals filing jointly can deduct for certain State and local taxes.,2021-03-17,s804,117
s723-117,"A bill to amend the Small Business Act and the CARES Act to extend the covered period for the paycheck protection program, and for other purposes.",2021-03-11,s723,117
s634-117,"A bill to support and expand civic engagement and political leadership of adolescent girls around the world, and other purposes.",2021-03-09,s634,117
s594-117,A bill to double the existing penalties for the provision of misleading or inaccurate caller identification information.,2021-03-04,s594,117
s557-117,"A bill to establish a pilot program for native plant species, and for other purposes.",2021-03-03,s557,117
s444-117,"A bill to amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to provide or assist in providing an additional vehicle adapted for operation by disabled individuals to certain eligible persons.",2021-02-25,s444,117
sres786-116,"A resolution designating December 19, 2020, as 'National Wreaths Across America Day'.",2020-12-02,sres786,116
s4854-116,A bill to provide payments for home health services furnished via visual or audio telecommunication systems during an emergency period.,2020-10-23,s4854,116
sres731-116,"A resolution supporting Lights On Afterschool, a national celebration of afterschool programs held on October 22, 2020",2020-09-30,sres731,116
sres734-116,"A resolution designating the week of September 21 through September 25, 2020, as 'National Falls Prevention Awareness Week' to raise awareness and encourage the prevention of falls among older adults.",2020-09-30,sres734,116
s4773-116,"A bill to establish the Paycheck Protection Program Second Draw Loan, and for other purposes.",2020-09-30,s4773,116
sres723-116,A resolution designating September 2020 as 'Campus Fire Safety Month'.,2020-09-24,sres723,116
sres705-116,"A resolution proclaiming the week of September 21 through September 25, 2020, to be 'National Clean Energy Week'.",2020-09-17,sres705,116
s4504-116,A bill to amend title XVIII of the Social Security Act to expand the availability of medical nutrition therapy services under the Medicare program.,2020-08-06,s4504,116
s4460-116,"A bill to authorize the Secretary of Veterans Affairs to waive certain eligibility requirements for a veteran to receive per diem payments for domiciliary care at a State home, and for other purposes.",2020-08-05,s4460,116
